,Unnamed: 0,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Horsepower,Displacement_L,Cylinder_Type,seat_numbers
3078,3078,Ford,E250 Cargo,2013,87501,E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$17,777",225.0,4.6,V8,2.0
3079,3079,MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$28,900",189.0,2.0,I4,5.0
3080,3080,RAM,1500 Classic Tradesman,2019,12466,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,"$28,995",395.0,5.7,V8,5.0
3081,3081,Volvo,C70 T5,2011,199000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Beige,At least 1 accident or damage reported,Yes,"$5,500",227.0,2.5,I5,4.0
3082,3082,Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,"$22,999",510.0,5.5,V12,2.0
3083,3083,Toyota,Camry Hybrid XLE,2018,22000,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Beige,None reported,Yes,"$29,500",208.0,2.5,I4,5.0
3084,3084,GMC,Acadia SLE-2,2016,100795,Gasoline,3.6L V6 24V GDI DOHC,Automatic,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,Yes,"$12,995",310.0,3.6,V6,7.0
3085,3085,Chevrolet,Impala 1LT,2019,99941,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,"$17,816",305.0,3.6,V6,5.0
3086,3086,Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Metallic,Global Black,not defined,No,"$38,633",293.0,3.6,V6,5.0
3087,3087,Jeep,Liberty Sport,2003,103000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$5,200",210.0,3.7,V6,5.0
3088,3088,Jaguar,XF Luxury,2009,91491,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$7,000",300.0,4.2,V8,5.0
3089,3089,Honda,Civic Sport,2020,23131,Gasoline,2.0L I4 16V MPFI DOHC,Automatic,Crystal Black Pearl,Black,At least 1 accident or damage reported,No,"$23,739",158.0,2.0,I4,5.0
3090,3090,Subaru,Outback 2.5i Premium,2019,77000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,"$18,749",175.0,2.5,I4,5.0
3091,3091,Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$76,000",380.0,3.0,V6,5.0
3092,3092,Tesla,Model Y Long Range,2022,500,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,Yes,"$45,900",425.0,0.0,Electric,5.0
3093,3093,Lexus,ES 350 Base,2019,49810,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,"$33,900",302.0,3.5,V6,5.0
3094,3094,Honda,CR-V Touring,2022,20229,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic,Black,Black,None reported,No,"$36,727",190.0,1.5,I4,5.0
3095,3095,Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$75,000",505.0,2.9,V6,5.0
3096,3096,BMW,330 i,2005,59300,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,"$30,900",225.0,3.0,I4,5.0
3097,3097,Maybach,Type 57 Base,2004,34254,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Automatic,Brown,–,None reported,Yes,"$64,250",543.0,5.5,V12,4.0
3098,3098,Lexus,ES 250 Base,2021,24364,Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,None reported,No,"$37,998",203.0,2.5,I4,5.0
3099,3099,Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$22,000",161.0,2.1,V6,5.0
3100,3100,Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$13,999",302.0,3.5,V6,5.0
3101,3101,Dodge,Dakota Sport,1997,285000,Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$6,399",230.0,5.2,V8,5.0
3102,3102,RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,No,"$25,307",395.0,3.6,V6,5.0
3103,3103,Mazda,CX-9 Touring,2016,127131,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,–,At least 1 accident or damage reported,Yes,"$16,770",227.0,2.5,I4,7.0
3104,3104,Porsche,911 Turbo S,2019,31000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$179,900",580.0,3.8,H6,2.0
3105,3105,BMW,X3 xDrive30i,2021,27000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,Yes,"$38,400",248.0,2.0,I4,5.0
3106,3106,Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,None reported,Yes,"$18,900",290.0,3.6,V6,5.0
3107,3107,BMW,X7 xDrive40i,2021,9200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,Brown,At least 1 accident or damage reported,Yes,"$71,200",335.0,3.0,I6,7.0
3108,3108,Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,"$32,999",429.0,4.7,V8,2.0
3109,3109,Bentley,Continental GT W12,2016,61160,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$98,000",582.0,6.0,V12,4.0
3110,3110,Jeep,Wrangler Unlimited,2005,146000,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$15,900",190.0,4.0,Straight 6,4.0
3111,3111,Tesla,Model S 100D,2017,38957,not defined,Electric Motor Electric Fuel System,Automatic,Silver,Beige,None reported,Yes,"$46,750",518.0,0.0,Electric,5.0
3112,3112,Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$16,500",170.0,1.8,I4,5.0
3113,3113,Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Granite Crystal Clearcoat Metallic,Black,At least 1 accident or damage reported,No,"$39,860",285.0,2.0,I4,5.0
3114,3114,Kia,Sorento SXL,2017,108559,Gasoline,3.3L V6 24V GDI DOHC,Automatic,Titanium Silver,Satin Black,None reported,No,"$15,998",290.0,3.3,V6,7.0
3115,3115,Lexus,LS 430 Base,2006,192000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$7,390",278.0,4.3,V8,5.0
3116,3116,Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$15,500",302.0,3.5,V6,5.0
3117,3117,Tesla,Model X 75D,2016,52000,not defined,518.0HP Electric Motor Electric Fuel System,Automatic,Black,Beige,None reported,Yes,"$52,000",518.0,0.0,Electric,7.0
3118,3118,RAM,1500 Rebel,2020,57300,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$43,500",395.0,5.7,V8,5.0
3119,3119,MINI,Cooper Base,2008,104500,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$4,100",118.0,1.6,I4,4.0
3120,3120,Jeep,Cherokee Sport,1996,170552,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,"$6,500",190.0,4.0,Straight 6,5.0
3121,3121,Ford,Mustang GT Premium,2013,18000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$29,000",412.0,5.0,V8,4.0
3122,3122,Lincoln,Navigator Reserve,2019,39000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$51,999",450.0,3.5,V6,8.0
3123,3123,Jeep,Gladiator Rubicon,2020,38000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$45,000",285.0,3.6,V6,5.0
3124,3124,Porsche,Cayman GT4,2016,15168,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,"$115,000",385.0,3.8,Flat 6,2.0
3125,3125,Honda,Civic EX,2012,167506,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,–,None reported,Yes,"$6,500",140.0,1.8,I4,5.0
3126,3126,Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$13,000",290.0,3.6,V6,5.0
3127,3127,Ford,Shelby GT500 Base,2021,19200,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$82,950",760.0,5.2,V8,2.0
3128,3128,Land,Rover Defender SE,2022,46000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Green,Beige,None reported,Yes,"$75,000",395.0,3.0,I6,5.0
3129,3129,Hummer,H3 Base,2007,201000,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$7,200",242.0,3.7,I5,5.0
3130,3130,Kia,Sportage LX,2014,87000,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$8,900",182.0,2.4,I4,5.0
3131,3131,GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$24,950",355.0,5.3,V8,8.0
3132,3132,Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$36,500",285.0,3.6,V6,5.0
3133,3133,Ford,Bronco XLT,1995,195000,not defined,–,Automatic,Blue,Gray,None reported,Yes,"$15,000",270.0,2.3,I4,5.0
3134,3134,Tesla,Model S Long Range Plus,2021,10550,not defined,557.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,Yes,"$67,800",557.0,0.0,Electric,5.0
3135,3135,Audi,A6 3.0T Prestige,2014,89500,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Black,None reported,Yes,"$18,000",310.0,3.0,V6,5.0
3136,3136,Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Red,Black,None reported,Yes,"$37,500",285.0,3.6,V6,4.0
3137,3137,Jeep,Wrangler Sport,2010,87250,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,Yes,"$18,500",202.0,3.8,V6,5.0
3138,3138,Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$13,000",200.0,2.0,I4,5.0
3139,3139,Cadillac,SRX Luxury Collection,2016,70503,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,None reported,Yes,"$15,500",308.0,3.6,V6,5.0
3140,3140,Porsche,Cayenne Turbo,2009,41965,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Beige,At least 1 accident or damage reported,Yes,"$35,000",500.0,4.8,V8,5.0
3141,3141,Toyota,4Runner 4WD,1999,267000,Gasoline,150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Beige,At least 1 accident or damage reported,Yes,"$8,000",150.0,2.7,I4,5.0
3142,3142,Mitsubishi,Eclipse GT,2003,146000,Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,"$4,200",200.0,3.0,V6,4.0
3143,3143,Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$82,500",490.0,6.2,V8,2.0
3144,3144,Toyota,GR86 Premium,2022,1050,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$40,000",228.0,2.4,I4,4.0
3145,3145,Land,Rover Range Rover P525 Westminster,2021,22270,Gasoline,5.0L V8 32V GDI DOHC Supercharged,Automatic,Gray,Ebony,None reported,No,"$89,900",518.0,5.0,V8,5.0
3146,3146,Ford,Mustang GT Premium,2012,19900,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$26,500",412.0,5.0,V8,4.0
3147,3147,Tesla,Model Y Long Range,2020,19800,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,White,White,None reported,Yes,"$44,990",425.0,0.0,Electric,5.0
3148,3148,RAM,1500 Sport,2012,113500,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$17,900",390.0,5.7,V8,5.0
3149,3149,Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$150,000",550.0,5.2,V10,2.0
3150,3150,INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Black,None reported,Yes,"$54,000",400.0,3.0,V6,4.0
3151,3151,Volkswagen,e-Golf SE,2016,41615,not defined,115.0HP Electric Motor Electric Fuel System,Automatic,Blue,Gray,None reported,Yes,"$12,000",115.0,0.0,Electric,5.0
3152,3152,Tesla,Model X Long Range,2022,11860,not defined,670.0HP Electric Motor Electric Fuel System,Automatic,White,White,None reported,Yes,"$92,500",670.0,0.0,Electric,7.0
3153,3153,BMW,M5 Base,2015,27000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$52,500",560.0,4.4,V8,5.0
3154,3154,Kia,K5 GT-Line,2022,22101,Gasoline,1.6L I4 16V GDI DOHC Turbo,Automatic,Glacial White Pearl,Black,At least 1 accident or damage reported,Yes,"$29,430",180.0,1.6,I4,5.0
3155,3155,Chevrolet,Caprice Classic Base,1996,60000,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Purple,Gray,not defined,No,"$18,500",260.0,5.7,V8,5.0
3156,3156,Subaru,BRZ Limited,2013,46452,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$22,888",200.0,2.0,I4,2.0
3157,3157,Lincoln,MKZ Reserve I,2019,36000,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$26,500",245.0,2.0,I4,5.0
3158,3158,Chevrolet,Corvette Grand Sport,2019,13100,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Red,None reported,Yes,"$61,950",460.0,6.2,V8,2.0
3159,3159,Audi,Q5 2.0T Premium Plus,2019,50000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$27,000",248.0,2.0,I4,5.0
3160,3160,Mazda,CX-9 Signature,2018,19500,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,Brown,None reported,Yes,"$32,250",227.0,2.5,I4,7.0
3161,3161,Ford,Mustang GT,2016,36000,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Orange,Black,At least 1 accident or damage reported,Yes,"$31,000",435.0,5.0,V8,4.0
3162,3162,Rolls-Royce,Wraith Base,2016,21000,Gasoline,624.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Automatic,Brown,Black,not defined,No,"$217,000",624.0,6.6,V12,2.0
3163,3163,Chevrolet,Camaro 1SS,2022,6640,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,Yes,"$51,999",455.0,6.2,V8,4.0
3164,3164,BMW,X5 xDrive35i,2016,74850,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,"$21,900",300.0,3.0,Straight 6,5.0
3165,3165,Nissan,Maxima SV,2014,117000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,At least 1 accident or damage reported,Yes,"$10,900",290.0,3.5,V6,5.0
3166,3166,Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,not defined,No,"$39,900",381.0,5.7,V8,5.0
3167,3167,INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gold,Brown,None reported,Yes,"$57,999",295.0,3.5,V6,7.0
3168,3168,Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,"$37,999",286.0,2.0,I4,4.0
3169,3169,BMW,X3 xDrive30i,2021,15000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,Brown,None reported,Yes,"$39,995",248.0,2.0,I4,5.0
3170,3170,Toyota,Tundra SR5,2016,119000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,"$29,950",381.0,5.7,V6,5.0
3171,3171,Lincoln,Mark LT Base,2006,87500,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$12,999",300.0,5.4,V8,5.0
3172,3172,Ford,Flex SEL,2011,149000,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$7,999",262.0,3.5,V6,7.0
3173,3173,Audi,Q5 2.0T Premium Plus,2015,54700,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Brown,At least 1 accident or damage reported,Yes,"$20,995",220.0,2.0,I4,5.0
3174,3174,Ford,F-150 XL,2021,45979,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,None reported,Yes,"$38,532",385.0,3.5,V6,5.0
3175,3175,Lincoln,Continental Reserve,2017,56846,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Dual Shift,White,Beige,None reported,Yes,"$29,000",335.0,2.7,V6,5.0
3176,3176,Tesla,Model X 75D,2017,94100,not defined,518.0HP Electric Motor Electric Fuel System,Automatic,Black,Orange,At least 1 accident or damage reported,Yes,"$49,900",518.0,0.0,Electric,7.0
3177,3177,Jeep,Grand Cherokee Limited,2017,80150,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,"$22,500",293.0,3.6,V6,5.0
3178,3178,GMC,Terrain SLT-1,2013,11563,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,"$12,300",182.0,2.4,I4,5.0
3179,3179,Tesla,Model X Long Range,2022,7500,not defined,670.0HP Electric Motor Electric Fuel System,Automatic,Silver,Black,None reported,Yes,"$84,000",670.0,0.0,Electric,7.0
3180,3180,Mercedes-Benz,AMG E 53 Base 4MATIC,2021,15615,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,Yes,"$78,000",429.0,3.0,I6,5.0
3181,3181,Subaru,Impreza WRX Base,2013,113000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,At least 1 accident or damage reported,Yes,"$16,000",265.0,2.5,I4,5.0
3182,3182,Kia,Optima S,2018,74000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$15,000",185.0,2.4,I4,5.0
3183,3183,Mercedes-Benz,M-Class ML 350,2011,99200,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$11,900",268.0,3.5,V6,5.0
3184,3184,Volkswagen,Beetle 2.0T S,2018,36824,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Red,None reported,Yes,"$23,999",174.0,2.0,I4,4.0
3185,3185,Acura,RSX Base,2005,186040,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,"$6,700",160.0,2.0,I4,5.0
3186,3186,GMC,Acadia SLE,2020,58000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$27,700",310.0,3.6,V6,7.0
3187,3187,Ford,F-150 Lariat,2020,31250,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$42,500",325.0,2.7,V6,5.0
3188,3188,Jeep,Gladiator Overland,2020,43000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$46,500",285.0,3.6,V6,5.0
3189,3189,Toyota,Tacoma TRD Sport,2020,41199,Gasoline,3.5 Liter,Dual Shift,Black,Black/Gun Metal,None reported,No,"$41,598",278.0,3.5,V6,5.0
3190,3190,Kia,EV6 GT-Line,2022,22000,not defined,320.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,Yes,"$45,000",320.0,0.0,Electric,5.0
3191,3191,Genesis,GV70 3.5T Sport,2022,12900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,White,None reported,Yes,"$53,000",375.0,3.5,V6,5.0
3192,3192,Ford,Explorer ST,2022,10500,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,not defined,No,"$50,000",400.0,3.0,V6,7.0
3193,3193,MINI,Countryman Cooper,2020,74725,Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic,Black,Black,None reported,Yes,"$21,612",134.0,1.5,I3,5.0
3194,3194,Mazda,CX-5 Grand Touring,2021,61117,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Sonic Silver Metallic,Black,None reported,Yes,"$26,485",187.0,2.5,I4,5.0
3195,3195,BMW,325 i,2003,142000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,Yes,"$4,800",184.0,2.5,Straight 6,5.0
3196,3196,Ford,Mustang EcoBoost Premium,2019,31000,not defined,–,Manual,Gray,Black,None reported,Yes,"$34,700",310.0,2.3,I4,4.0
3197,3197,Toyota,Yaris L,2012,129355,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,"$7,950",106.0,1.5,I4,5.0
3198,3198,Chevrolet,Express 1500 Base,2010,204000,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$4,900",310.0,5.3,V8,8.0
3199,3199,Lincoln,Navigator L Select,2016,115600,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$22,500",380.0,3.5,V6,8.0
3200,3200,Jeep,Wrangler Sahara Altitude,2023,1563,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,Yes,"$62,500",285.0,3.6,V6,5.0
3201,3201,Bentley,Continental GT Base,2007,72166,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$35,995",552.0,6.0,V12,2.0
3202,3202,Lexus,RX 350 F Sport,2018,26100,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,None reported,Yes,"$37,899",295.0,3.5,V6,5.0
3203,3203,BMW,430 i,2017,58880,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,Yes,"$21,000",248.0,2.0,I4,4.0
3204,3204,Cadillac,Escalade Sport Platinum,2021,26000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$104,000",420.0,6.2,I6,7.0
3205,3205,Honda,Civic EX,2008,190640,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Silver,At least 1 accident or damage reported,Yes,"$5,500",140.0,1.8,I4,5.0
3206,3206,Porsche,Cayenne AWD,2020,37500,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$59,900",335.0,3.0,V6,5.0
3207,3207,Ford,Mustang Mach-E GT,2022,13856,not defined,480.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,Yes,"$54,000",480.0,0.0,Electric,5.0
3208,3208,Cadillac,ATS 2.5L Luxury,2013,225000,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$13,600",202.0,2.5,I4,5.0
