,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Horsepower,Displacement_L,Cylinder_Type
2861,Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$29,950",329.0,3.0,V6
2862,Lexus,RX 350 Base,2021,5040,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,"$48,900",295.0,3.5,V6
2863,RAM,1500 Laramie,2022,12940,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,No,"$46,999",395.0,5.7,V8
2864,Mitsubishi,Outlander Sport ES,2015,98385,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$10,500",166.0,2.4,I4
2865,Hyundai,Sonata SE,2013,43903,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$12,500",200.0,2.4,I4
2866,Ford,Mustang EcoBoost Premium,2017,41650,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$23,600",310.0,2.3,I4
2867,BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Dual Shift,White,Black,None reported,Yes,"$60,500",389.0,3.0,I6
2868,Hyundai,Sonata Hybrid Limited,2013,96419,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,"$14,999",199.0,2.4,I4
2869,Honda,Odyssey EX-L,2007,170000,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$7,700",244.0,3.5,V6
2870,Chevrolet,Colorado LT Crew Cab,2009,139000,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$14,500",300.0,5.3,V8
2871,Buick,Enclave Premium,2016,134655,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,"$18,051",310.0,3.6,V6
2872,BMW,M235 i,2015,81000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,White,Red,None reported,Yes,"$27,890",320.0,3.0,Straight 6
2873,McLaren,720S Performance,2020,9989,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$324,995",710.0,4.0,V8
2874,Kia,Telluride SX,2022,46347,Gasoline,3.8L V6 24V GDI DOHC,Automatic,Glacial White Pearl,Black,None reported,No,"$46,120",291.0,3.8,V6
2875,Chevrolet,Corvette Base,2007,4048,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Manual,Yellow,Gray,None reported,Yes,"$38,000",400.0,6.0,V8
2876,Mercedes-Benz,S-Class S 63 AMG,2015,79876,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,White,None reported,Yes,"$45,750",577.0,5.5,V8
2877,Toyota,Mirai Limited,2021,44000,not defined,182.0HP Electric Motor Hydrogen Fuel,Automatic,Gray,Black,None reported,Yes,"$18,500",182.0,0.0,Electric
2878,Alfa,Romeo Giulia Ti,2017,56910,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Black,not defined,No,"$23,000",280.0,2.0,I4
2879,Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$40,500",340.0,3.0,V6
2880,Nissan,370Z Touring,2009,133409,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,Silver,Gray,At least 1 accident or damage reported,Yes,"$14,999",332.0,3.7,V6
2881,BMW,330 i xDrive,2018,74381,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,"$22,995",248.0,2.0,I4
2882,Porsche,Macan,2023,2925,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Carrara White Metallic,Black,None reported,Yes,"$73,300",248.0,2.0,I4
2883,BMW,128 i,2013,67874,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$18,000",230.0,3.0,Straight 6
2884,Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$61,000",577.0,5.5,V8
2885,Jeep,Wrangler Sport,2014,71000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$22,000",285.0,3.6,V6
2886,Ford,F-150 Raptor,2018,64517,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$47,995",450.0,3.5,V6
2887,Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,Automatic,White,Gray,None reported,Yes,"$24,000",154.0,2.7,I5
2888,BMW,M550 i xDrive,2019,7580,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$51,500",456.0,4.4,V8
2889,Hyundai,Sonata GLS,2010,135000,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Gray,None reported,Yes,"$3,999",168.0,2.4,I4
2890,Honda,Accord EX-L,2019,62200,Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$21,500",192.0,1.5,I4
2891,Cadillac,CTS 3.6L Premium,2014,69001,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,"$19,500",321.0,3.6,V6
2892,Toyota,4Runner Venture Special Edition,2021,28567,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,None reported,No,"$44,775",270.0,4.0,V6
2893,Jaguar,XJ8 L,2006,78049,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$13,980",300.0,4.2,V8
2894,Ford,F-150 Lariat,2021,36821,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,not defined,No,"$49,273",400.0,3.5,V6
2895,Chevrolet,Suburban High Country,2021,23292,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Brown,Black,None reported,Yes,"$73,500",420.0,6.2,V8
2896,Chevrolet,Suburban 1500 LTZ,2010,162671,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,Yes,"$12,000",320.0,5.3,V8
2897,Land,Rover LR2 HSE,2010,100472,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,Yes,"$9,975",230.0,3.2,I6
2898,Subaru,WRX Limited,2017,73120,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$19,950",268.0,2.0,I4
2899,Ford,Expedition Timberline,2022,23300,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Green,None reported,Yes,"$67,500",440.0,3.5,V6
2900,Honda,Clarity Plug-In Hybrid Base,2018,71000,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,"$17,500",212.0,1.5,I4
2901,RAM,3500 Laramie,2022,16648,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,Automatic,Flame Red Clearcoat,Black,None reported,No,"$70,999",385.0,6.7,I6
2902,Chevrolet,Silverado 2500 LT,2011,240000,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,White,Black,None reported,Yes,"$18,500",335.0,6.6,V8
2903,Lexus,RX 450h Base,2013,119755,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Dual Shift,Silver,Black,None reported,Yes,"$19,500",295.0,3.5,V6
2904,Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Gray,None reported,Yes,"$19,500",302.0,3.5,V6
2905,BMW,X5 xDrive40i,2021,41000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,Black,None reported,Yes,"$50,000",335.0,3.0,I6
2906,Chevrolet,Camaro 2SS,2022,7458,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,"$47,500",455.0,6.2,V8
2907,Jeep,Gladiator Sport S,2022,23000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,"$43,000",285.0,3.6,V6
2908,Land,Rover Discovery LSE,1998,149437,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,None reported,Yes,"$9,995",182.0,4.0,V8
2909,Ford,F-250 XLT,2017,244000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Red,Beige,None reported,Yes,"$35,500",440.0,6.7,V8
2910,RAM,1500 Rebel,2019,46000,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,–,None reported,Yes,"$37,900",305.0,3.6,V6
2911,Audi,Q5 S line Premium Plus,2022,13133,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,No,"$42,998",248.0,2.0,I4
2912,RAM,1500 SLT,2017,45000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$29,999",395.0,5.7,V8
2913,Mazda,CX-30 Premium Package,2021,18385,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,"$29,255",186.0,2.5,I4
2914,BMW,840 Gran Coupe i xDrive,2020,25793,Gasoline,3.0L I6 24V GDI DOHC Turbo,Automatic,Black Sapphire Metallic,Black,None reported,No,"$52,999",335.0,3.0,I6
2915,Porsche,Boxster S,2005,44400,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,"$29,800",280.0,3.2,H6
2916,Chevrolet,Malibu Limited LT,2016,104000,Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,Yes,"$10,500",197.0,2.5,I4
2917,Cadillac,Escalade Premium Luxury,2023,600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$103,000",420.0,6.2,V8
2918,MINI,Cooper S Base,2007,45000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Yellow,Black,None reported,Yes,"$7,900",172.0,1.6,I4
2919,Jeep,Gladiator Mojave,2022,24500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$64,000",285.0,3.6,V6
2920,Buick,Encore GX Essence,2020,35569,Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic,Satin Steel Metallic,Ebony,None reported,No,"$21,999",155.0,1.3,I3
2921,Toyota,Highlander XLE,2020,35000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$36,999",295.0,3.5,V6
2922,Acura,MDX Touring,2003,165000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$4,000",260.0,3.5,V6
2923,Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,Yes,"$69,000",355.0,3.0,I6
2924,BMW,535 i xDrive,2014,119750,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$15,499",300.0,3.0,I6
2925,Nissan,350Z Touring,2007,90000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,White,Green,At least 1 accident or damage reported,Yes,"$12,000",306.0,3.5,V6
2926,Ford,Transit Connect XLT,2015,112000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$14,500",169.0,2.5,I4
2927,Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$16,800",382.0,5.5,V8
2928,Porsche,911 Turbo S,2021,1912,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$240,000",640.0,3.8,H6
2929,Hyundai,Sonata Sport 2.0T,2015,82900,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$13,995",245.0,2.0,I4
2930,Audi,TT 1.8T,2004,79500,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$12,000",180.0,1.8,I4
2931,Volvo,XC90 T6 Inscription,2019,60000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$37,000",316.0,2.0,I4
2932,RAM,1500 Big Horn,2021,41800,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,White,Black,None reported,Yes,"$44,900",260.0,3.0,V6
2933,Chevrolet,Tahoe LT,2021,71536,Gasoline,5.3L V8 16V GDI OHV,Automatic,Black,Jet Black,None reported,Yes,"$49,685",320.0,5.3,V8
2934,Ford,Explorer XLT,2014,127558,Gasoline,3.5L V6 24V MPFI DOHC,Automatic,Green,Charcoal Black,None reported,Yes,"$13,715",300.0,3.5,V6
2935,Ford,Mustang Mach-E Premium,2023,13232,not defined,346.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,Yes,"$45,000",346.0,0.0,Electric
2936,Chevrolet,Camaro 1SS,2017,39000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Yellow,Black,None reported,Yes,"$31,500",455.0,6.2,V8
2937,Ford,Bronco Big Bend Advanced,2023,11500,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$54,490",315.0,2.7,V6
2938,Chrysler,Pacifica Launch Edition,2020,22200,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$36,800",287.0,3.6,V6
2939,Tesla,Model Y Long Range,2023,7414,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,Black,White,None reported,Yes,"$56,515",425.0,0.0,Electric
2940,Lamborghini,Huracan LP580-2,2017,14586,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,None reported,No,"$209,991",573.0,5.2,V10
2941,RAM,1500 Rebel,2021,32000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,Black,None reported,Yes,"$50,927",395.0,5.7,V8
2942,Toyota,86 Base,2020,14700,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$27,350",200.0,2.0,I4
2943,BMW,X5 xDrive50i,2016,79995,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$23,995",445.0,4.4,V8
2944,GMC,Yukon Denali,2018,76000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$44,500",420.0,6.2,V8
2945,Honda,Accord EX-L,2014,62000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,"$18,987",185.0,2.4,I4
2946,Maserati,Ghibli S Q4,2017,53500,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$28,700",404.0,3.0,V6
2947,Hyundai,Kona EV SEL,2022,9400,not defined,201.0HP Electric Motor Electric Fuel System,Automatic,Red,Black,None reported,Yes,"$31,999",201.0,0.0,Electric
2948,BMW,435 i,2014,86500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$20,900",300.0,3.0,I6
2949,Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$9,900",335.0,4.7,V8
2950,GMC,Sierra 1500 SLE,2014,100080,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,Yes,"$22,989",285.0,4.3,V6
2951,Dodge,Challenger SRT Demon,2018,2620,Gasoline,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,not defined,No,"$155,700",808.0,6.2,V8
2952,BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Automatic,Black,Black,None reported,Yes,"$74,995",389.0,3.0,I6
2953,Dodge,Durango R/T,2020,78000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,At least 1 accident or damage reported,Yes,"$29,500",360.0,5.7,V8
2954,Ferrari,488 Spider Base,2019,9005,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,Automatic,White,–,None reported,No,"$319,900",661.0,3.9,V8
2955,Ford,Bronco Sport Big Bend,2022,16700,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$31,000",181.0,1.5,I3
2956,Honda,Civic LX,2015,51300,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$17,500",143.0,1.8,I4
2957,Ford,Shelby GT350 Base,2018,8237,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$62,900",526.0,5.2,V8
2958,Volkswagen,Jetta S,2010,99000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,"$6,000",170.0,2.5,I5
2959,Mazda,CX-5 Grand Touring,2021,62377,Gasoline,2.5L I4 16V,Automatic,Jet Black Mica,Black,None reported,Yes,"$26,288",187.0,2.5,I4
2960,Jeep,Wrangler Rubicon,2009,130000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Gray,None reported,Yes,"$15,500",202.0,3.8,V6
2961,Ford,F-250 XLT,2016,94300,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$28,999",385.0,6.2,V8
2962,Tesla,Model Y Performance,2022,24115,not defined,455.0HP Electric Motor Electric Fuel System,Automatic,Gray,White,None reported,Yes,"$46,500",455.0,0.0,Electric
2963,BMW,528 i,2016,82000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$16,995",240.0,2.0,I4
2964,Kia,Rio S,2021,67686,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$15,700",120.0,1.6,I4
2965,Tesla,Model S 85,2014,96800,not defined,362.0HP Electric Motor Electric Fuel System,Automatic,Blue,Black,None reported,Yes,"$28,450",362.0,0.0,Electric
2966,Jeep,Wrangler Sport,1997,131000,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Green,Gray,At least 1 accident or damage reported,Yes,"$5,500",181.0,4.0,I6
2967,Tesla,Model 3 Standard Range,2020,23097,not defined,271.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,Yes,"$29,900",271.0,0.0,Electric
2968,Ferrari,GTC4Lusso T,2018,31000,Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,"$197,499",602.0,3.9,V8
2969,BMW,X5 M50i,2021,28898,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Orange,None reported,Yes,"$71,000",523.0,4.4,V8
2970,Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$35,619",181.0,2.0,I4
2971,Ford,F-250 XLT,2014,59459,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Silver,At least 1 accident or damage reported,Yes,"$40,999",400.0,6.7,V8
2972,Jeep,Wrangler Sahara,2012,78000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,"$22,000",285.0,3.6,V6
2973,RAM,1500 Laramie,2021,24213,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$46,500",395.0,5.7,V8
2974,RAM,1500 Laramie,2020,21165,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,No,"$46,105",395.0,5.7,V8
2975,GMC,Yukon Denali,2016,107750,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$35,500",420.0,6.2,V8
2976,Ford,F-150 Lariat,2016,117000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$26,500",365.0,3.5,V6
2977,Chevrolet,Corvette Base,2006,39132,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Beige,None reported,Yes,"$35,000",400.0,6.0,V8
2978,BMW,Z4 2.5i,2004,94500,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$9,000",184.0,2.5,I6
2979,Subaru,Crosstrek 2.0i Premium,2017,50011,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,"$21,495",148.0,2.0,I4
2980,Lexus,GX 470 Base,2004,215000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$7,350",235.0,4.7,V8
2981,RAM,1500 Laramie,2022,16616,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,No,"$45,999",395.0,5.7,V8
2982,Ford,F-150 XLT,2022,33818,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,None reported,Yes,"$46,552",400.0,5.0,V8
2983,Jeep,Wagoneer Series III,2022,9099,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,"$68,362",392.0,5.7,V8
2984,Volkswagen,GTI Base,2008,95798,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,"$9,850",200.0,2.0,I4
2985,Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,White,None reported,Yes,"$51,700",577.0,5.5,V8
2986,Mazda,Mazda6 iSport VE,2008,106000,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$4,300",156.0,2.3,I4
2987,Kia,Telluride EX X-Line,2023,10400,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Green,None reported,Yes,"$48,000",291.0,3.8,V6
2988,Chevrolet,Tahoe LT,2022,2894,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$63,900",355.0,5.3,V8
2989,Dodge,Durango GT,2022,15592,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,DB Black Clearcoat,Black,None reported,Yes,"$39,985",295.0,3.6,V6
2990,Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$57,999",469.0,4.0,V8
2991,BMW,320 i xDrive,2016,185000,Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$7,500",180.0,2.0,I4
2992,Porsche,Macan GTS,2023,6483,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,Automatic,Chalk,Black,None reported,No,"$96,900",375.0,2.9,V6
2993,Honda,Pilot EX-L,2020,28886,Gasoline,3.5L V6 24V GDI SOHC,Automatic,Gray,Gray,not defined,No,"$35,645",280.0,3.5,V6
2994,Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,2.0 Liter Turbo,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,None reported,No,"$49,998",255.0,2.0,I4
2995,Chevrolet,Camaro 2SS,2017,62000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Black,None reported,Yes,"$34,500",455.0,6.2,V8
2996,Jaguar,XF 35t Prestige,2017,101453,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$18,500",340.0,3.0,V6
2997,RAM,3500 Laramie,2013,106385,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$42,900",385.0,6.7,I6
2998,BMW,335 is,2012,86629,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,"$20,995",320.0,3.0,Straight 6
2999,Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$49,999",450.0,4.0,V8
3000,Chrysler,300 S,2014,121500,Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$15,999",363.0,5.7,V8
3001,GMC,Sierra 1500 AT4,2022,100,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,Automatic,White,Black,None reported,Yes,"$62,499",277.0,3.0,I6
